200650,202500,1,"Outline"
200650,200900,1,"FFTFillFast"
200650,202500,0,"FadeIn"
200650,202500,1,"FadeIn"
200650,202500,2,"FadeIn"
200650,202500,3,"FadeIn"
208100,210000,0,"FadeIn"
208100,210000,1,"FadeIn"
208100,210000,2,"FadeIn"
208100,210000,3,"FadeIn"
213750,214200,1,"RandomHori"
215600,217500,0,"FadeIn"
215600,217500,1,"FadeIn"
215600,217500,2,"FadeIn"
215600,217500,3,"FadeIn"
220780,221250,0,"StripesHori"
220780,221250,1,"StripesHori"
220780,221250,2,"StripesHori"
220780,221250,3,"StripesHori"
221250,221700,0,"LineVertDown"
221250,221700,1,"LineVertDown"
221250,221700,2,"LineVertDown"
221250,221700,3,"LineVertDown"
224060,225000,0,"RandomVert"
224060,225000,1,"RandomVert"
224060,225000,2,"RandomHori"
224060,225000,3,"RandomVert"
232500,240000,0,"LineHoriLeft"
232500,240000,1,"LineHoriRight"
232500,240000,2,"LineVertDown"
232500,240000,3,"LineVertUp"
240000,247500,0,"StripesHori"
240000,247500,1,"StripesHori"
240000,247500,2,"StripesHori"
240000,247500,3,"StripesHori"
240000,247500,3,"LineHoriLeft"
241000,241500,3,"RandomVert"
242200,242500,3,"RandomVert"
245600,247500,0,"ArduinoSwitch"
277500,290000,0,"Fill"
277500,290000,1,"Fill"
277500,290000,2,"Fill"
277500,290000,3,"Fill"
284500,290000,0,"ArduinoButton"
