211.0,44.0,756.0,42.0,759.0,412.0,218.0,413.0
809.0,40.0,1399.0,42.0,1387.0,408.0,815.0,414.0
211.0,451.0,758.0,451.0,761.0,756.0,215.0,748.0
813.0,452.0,1391.0,448.0,1403.0,755.0,812.0,754.0
